0,0.9259999999999999,2,1,2,1,5,6,0,5,1,75
0,0.9259999999999999,2,0,1,2,5,16,3,5,1,44
0,0.92,2,0,2,2,5,19,6,5,1,15
0,0.92,2,1,2,1,5,12,2,5,4,22
0,0.92,2,1,2,2,5,21,1,5,4,50
0,0.754,2,0,1,2,5,16,1,5,2,8
0,0.9390000000000001,2,1,2,2,5,21,2,5,4,102
0,0.92,2,1,2,2,5,1,0,5,2,258
0,0.804,2,1,2,1,5,21,4,5,3,100
1,0.5579999999999999,2,1,2,2,5,13,3,5,0,26
0,0.9490000000000001,2,1,2,1,5,8,6,5,0,134
0,0.795,2,1,2,2,5,16,1,1,0,113
0,0.91,2,1,2,1,5,19,3,5,4,88
0,0.91,2,1,2,1,3,21,2,5,1,48
1,0.624,2,1,2,2,5,16,2,5,1,2
1,0.624,2,1,2,2,5,15,2,5,5,298
0,0.897,2,0,0,2,5,13,2,5,0,5
0,0.92,2,1,2,2,5,7,4,1,1,48
0,0.92,1,1,2,2,5,16,3,0,0,148
0,0.91,1,1,2,1,4,14,3,5,1,25
0,0.91,2,1,2,2,5,11,7,5,5,80
1,0.722,2,1,1,2,5,15,3,5,0,74
0,0.698,2,1,2,1,5,7,5,5,2,135
0,0.855,2,1,2,1,5,18,2,5,4,3
1,0.698,1,1,1,2,5,19,3,5,0,95
0,0.92,2,1,2,2,5,6,3,5,4,12
0,0.91,2,1,2,2,5,18,7,4,0,104
0,0.91,2,0,2,2,5,18,3,5,3,23
0,0.698,2,1,2,2,5,12,3,4,4,106
1,0.624,2,1,2,2,5,18,5,5,0,57
0,0.804,2,1,2,1,5,1,0,5,4,32
0,0.92,2,1,2,2,5,16,3,2,0,222
0,0.8270000000000001,2,1,2,1,5,5,7,4,0,192
0,0.92,2,1,2,2,5,14,0,5,0,54
0,0.92,2,1,2,2,5,19,1,5,4,16
0,0.91,2,1,1,2,5,16,6,5,4,14
0,0.91,2,1,2,2,5,15,3,5,2,28
0,0.9259999999999999,2,1,2,2,5,21,6,5,4,300
1,0.624,2,1,2,2,5,2,3,5,0,67
0,0.92,2,1,2,2,5,21,5,5,4,29
1,0.624,2,1,2,2,5,17,2,5,5,55
0,0.9259999999999999,2,1,2,0,5,7,0,3,1,28
0,0.92,2,1,2,2,5,21,1,5,4,55
0,0.763,2,1,2,1,5,19,7,5,1,50
0,0.92,2,1,2,1,5,21,1,5,4,126
0,0.92,2,0,2,2,0,0,0,5,0,55
0,0.624,2,1,2,2,5,1,2,5,0,222
0,0.624,2,1,2,2,5,15,1,5,0,89
0,0.9259999999999999,2,1,2,2,5,4,7,5,0,97
0,0.92,1,1,2,1,5,19,7,2,0,16
0,0.92,2,1,2,2,5,17,3,5,0,82
1,0.624,2,1,2,1,5,13,3,4,0,12
0,0.91,2,1,2,2,5,3,7,5,0,48
0,0.91,2,1,2,2,5,21,2,5,4,69
0,0.92,2,0,1,2,5,13,3,3,0,224
0,0.727,2,1,2,2,5,15,0,5,0,43
0,0.92,2,1,2,2,1,8,5,5,0,125
0,0.624,2,1,1,1,5,18,2,5,3,122
0,0.91,2,1,2,2,5,21,0,1,0,5
1,0.624,2,1,2,2,5,0,6,2,0,9
0,0.7809999999999999,1,1,2,1,5,17,2,5,0,21
0,0.91,2,1,2,2,5,15,0,5,0,101
1,0.624,2,1,2,2,5,3,2,5,4,22
0,0.92,2,1,2,2,5,12,2,5,0,16
0,0.8270000000000001,2,1,2,2,5,21,1,5,4,9
0,0.924,2,1,2,2,5,21,7,5,0,21
0,0.884,2,1,2,1,5,6,1,5,0,6
0,0.767,2,1,2,2,5,1,7,5,2,21
1,0.624,2,1,2,2,5,15,1,5,0,52
0,0.924,2,1,2,2,5,1,3,5,1,62
0,0.92,2,1,0,2,5,13,6,5,0,196
0,0.847,2,0,2,2,5,12,2,5,5,9
0,0.92,2,1,2,2,4,13,3,4,0,106
0,0.9259999999999999,2,1,0,2,5,3,0,5,0,46
0,0.9390000000000001,2,0,2,1,5,3,6,2,3,28
1,0.754,2,1,0,1,5,2,4,3,0,2
0,0.92,2,1,2,2,5,7,2,5,3,32
0,0.878,2,1,2,2,5,1,0,5,4,17
0,0.763,2,1,2,2,5,19,3,5,4,146
0,0.92,2,1,2,1,5,21,7,5,4,110
1,0.624,2,0,2,2,5,18,2,5,5,26
0,0.91,2,1,2,1,5,21,3,5,0,152
0,0.9259999999999999,2,1,2,1,5,16,4,5,5,106
0,0.92,2,1,2,2,5,6,5,5,1,92
0,0.92,1,1,2,2,5,15,3,5,0,15
0,0.91,2,1,2,2,5,5,1,5,1,19
0,0.624,2,1,2,2,5,0,2,5,5,106
0,0.897,2,1,2,1,5,2,6,5,2,56
0,0.92,2,1,2,2,5,21,5,1,3,36
0,0.9129999999999999,2,1,2,1,5,9,7,4,1,11
0,0.92,2,1,2,0,5,21,6,5,5,144
1,0.92,2,1,2,2,5,17,0,5,0,9
0,0.92,2,0,1,2,5,14,1,5,1,106
0,0.92,2,1,2,2,5,21,6,2,0,23
0,0.866,2,1,2,1,5,3,3,5,0,30
0,0.855,2,1,2,2,5,1,7,4,0,20
0,0.887,2,1,2,1,5,16,6,5,0,44
0,0.91,2,1,2,2,5,15,7,5,0,172
0,0.884,2,1,2,1,5,5,3,5,4,10
0,0.92,2,0,2,2,5,12,2,1,4,28
0,0.9129999999999999,2,1,2,1,5,7,0,5,1,80
1,0.624,2,1,2,2,5,13,3,4,1,58
0,0.855,2,1,2,2,5,8,2,5,1,42
0,0.92,1,1,2,1,4,0,7,4,0,78
0,0.855,2,1,2,2,4,13,0,5,0,70
0,0.83,2,1,2,1,5,5,1,5,0,48
0,0.743,2,1,2,1,5,8,2,5,0,32
0,0.92,2,1,2,2,5,14,2,5,1,102
0,0.9390000000000001,2,0,2,0,5,21,0,3,4,46
0,0.92,1,1,2,2,5,12,0,5,4,130
0,0.924,2,1,2,2,5,1,3,5,4,36
0,0.9259999999999999,2,1,2,2,2,6,1,5,0,145
0,0.769,2,1,0,2,5,15,2,5,0,11
0,0.682,2,0,2,2,5,13,3,5,0,11
0,0.895,2,1,2,2,3,9,4,3,0,20
1,0.579,2,0,1,2,5,14,0,5,0,34
0,0.743,1,1,2,1,5,2,4,5,4,80
0,0.897,2,1,2,1,5,13,6,2,5,42
1,0.624,2,1,2,2,5,17,0,5,0,24
0,0.802,2,1,2,2,5,1,0,5,5,42
1,0.767,2,1,2,2,4,21,0,5,4,26
0,0.9129999999999999,2,1,2,2,5,21,3,5,0,9
0,0.624,1,1,2,2,5,2,3,5,4,43
0,0.91,2,1,2,2,5,1,6,5,0,140
0,0.9259999999999999,2,1,1,2,5,14,2,5,0,65
1,0.899,2,1,2,2,5,13,3,5,0,155
0,0.92,2,1,2,2,5,13,0,5,0,94
0,0.9259999999999999,2,1,0,2,5,9,0,1,2,84
0,0.804,2,0,2,0,5,12,7,5,1,188
0,0.9390000000000001,2,1,2,2,5,5,1,3,4,41
0,0.924,2,1,2,1,5,21,2,5,3,242
1,0.91,2,1,2,2,5,3,6,5,4,64
0,0.9259999999999999,2,1,2,1,5,8,3,5,3,26
1,0.897,2,1,2,1,5,21,6,1,1,37
0,0.9390000000000001,2,1,2,1,5,21,6,5,4,13
0,0.92,2,0,0,2,5,15,2,5,0,39
0,0.754,2,1,2,2,5,19,6,1,0,8
0,0.91,2,1,2,2,5,17,0,5,0,77
